timestamp,open,high,low,close,volume
2017-08-10,71.9000,72.1900,71.3500,71.4100,23153711
2017-08-09,72.2500,72.5100,72.0500,72.4700,20401071
2017-08-08,72.0900,73.1300,71.7500,72.7900,21446993
2017-08-07,72.8000,72.9000,72.2600,72.4000,18705700
2017-08-04,72.4000,73.0400,72.2400,72.6800,22579000
2017-08-03,72.1900,72.4400,71.8500,72.1500,17937522
2017-08-02,72.5500,72.5600,71.4400,72.2600,26405096
2017-08-01,73.1000,73.4200,72.4900,72.5800,19060885
2017-07-31,73.3000,73.4400,72.4100,72.7000,23151962
2017-07-28,72.6700,73.3100,72.5400,73.0400,17472880
2017-07-27,73.7600,74.4200,72.3200,73.1600,35518251
